Bus_ID,Operator,Route_ID,From_City,To_City,Bus_Name,Bus_Type,Departure_Time,Arrival_Time,Duration,Distance_KM,Fare,Boarding_Point,Dropping_Point,Seats,Available_Seats,Amenities,Running_Days,Rating
BUS0264,Happy Journey,R016,Chennai,Tirupati,Happy Journey Express,Non AC Sleeper,21:00,09:00,12h 0m,150,434,Perungalathur,Central Bus Stand,40,17,"GPS,USB Charging",Weekdays,4.8
BUS0265,Elite Travels,R013,Chennai,Puducherry,Elite Travels Express,Luxury Sleeper,17:00,05:30,12h 30m,170,486,Vandalur,New Bus Stand,45,31,"AC,WiFi,Charging",Weekends,4.1
BUS0266,Sunrise Coaches,R011,Chennai,Dindigul,Sunrise Coaches Express,Non AC Seater,14:45,22:00,7h 15m,420,1236,Guindy,Bus Stand,40,12,"AC,WiFi,Charging",Weekdays,4.9
BUS0267,Galaxy Bus,R006,Chennai,Tiruppur,Galaxy Bus Express,Luxury Sleeper,01:15,08:15,7h 0m,475,1275,Guindy,Avinashi,36,23,"WiFi,Charging,Water",Weekends,4.8
BUS0268,Southern Express,R001,Chennai,Madurai,Southern Express Express,AC Seater,07:00,15:15,8h 15m,460,1231,Koyambedu,Periyar Bus Stand,36,34,"AC,Blanket,Pillow",Daily,4.0
BUS0269,Blue Bird,R020,Trichy,Chennai,Blue Bird Express,BharatBenz Sleeper,23:30,08:45,9h 15m,330,1059,Central Bus Stand,Tambaram,36,15,"Blanket,Pillow,Water",Weekends,4.5
BUS0270,Metro Connect,R007,Chennai,Tirunelveli,Metro Connect Express,BharatBenz Sleeper,05:30,14:30,9h 0m,630,1786,Koyambedu,New Bus Stand,36,8,"Luxury Seat,WiFi",Weekends,4.3
BUS0271,Galaxy Bus,R008,Chennai,Nagercoil,Galaxy Bus Express,Semi Sleeper,09:45,15:15,5h 30m,705,1678,Chengalpattu,Vadasery Bus Stand,40,22,"WiFi,Charging,Water",Weekdays,4.0
BUS0272,Rainbow Coaches,R023,Puducherry,Chennai,Rainbow Coaches Express,Luxury Sleeper,11:30,16:45,5h 15m,170,745,New Bus Stand,Vandalur,40,6,"Luxury Seat,WiFi",Daily,4.0
BUS0273,Comfort Bus,R014,Chennai,Hosur,Comfort Bus Express,AC Seater,00:30,11:00,10h 30m,310,794,Perungalathur,Bus Stand,45,2,"WiFi,Charging,Water",Daily,4.3
BUS0274,Star Line,R003,Chennai,Trichy,Star Line Express,AC Sleeper,07:15,14:15,7h 0m,330,1114,Chengalpattu,Central Bus Stand,40,16,"AC,Live Tracking",Daily,4.0
BUS0275,Royal Rider,R009,Chennai,Kanyakumari,Royal Rider Express,AC Sleeper,21:45,03:15,5h 30m,710,1713,Perungalathur,Bus Stand,45,18,"Blanket,Pillow,Water",Weekdays,4.3
BUS0276,City Link,R013,Chennai,Puducherry,City Link Express,Non AC Sleeper,06:00,16:45,10h 45m,170,721,Koyambedu,New Bus Stand,40,35,"AC,WiFi,Charging",Weekends,4.1
BUS0277,Happy Journey,R018,Coimbatore,Chennai,Happy Journey Express,Volvo Multi Axle,14:15,01:15,11h 0m,510,1223,Ukkadam,Vandalur,36,28,"AC,Live Tracking",Weekdays,5.0
BUS0278,Comfort Bus,R018,Coimbatore,Chennai,Comfort Bus Express,AC Sleeper,16:30,00:45,8h 15m,510,1412,Gandhipuram,Vandalur,40,14,"Luxury Seat,WiFi",Weekends,4.1
BUS0279,Prime Bus,R016,Chennai,Tirupati,Prime Bus Express,AC Seater,07:00,18:30,11h 30m,150,577,Koyambedu,Central Bus Stand,45,14,"AC,WiFi,Charging",Weekends,4.8
BUS0280,Smart Coach,R006,Chennai,Tiruppur,Smart Coach Express,Luxury Sleeper,00:15,04:30,4h 15m,475,1149,Koyambedu,New Bus Stand,40,11,"Blanket,Pillow,Water",Daily,4.3
BUS0281,Rainbow Coaches,R025,Tirupati,Chennai,Rainbow Coaches Express,AC Seater,04:00,12:00,8h 0m,150,727,Central Bus Stand,Vandalur,45,9,"WiFi,Charging,Water",Weekdays,4.1
BUS0282,Metro Connect,R021,Tirunelveli,Chennai,Metro Connect Express,Non AC Seater,02:00,10:00,8h 0m,630,1533,New Bus Stand,Tambaram,40,11,"AC,Live Tracking",Weekdays,4.6
BUS0283,Sunrise Coaches,R003,Chennai,Trichy,Sunrise Coaches Express,BharatBenz Sleeper,04:00,09:30,5h 30m,330,1081,Vandalur,Srirangam,45,32,"AC,Live Tracking",Weekdays,3.9
BUS0284,Rainbow Coaches,R021,Tirunelveli,Chennai,Rainbow Coaches Express,AC Seater,22:00,02:30,4h 30m,630,1554,New Bus Stand,Vandalur,36,5,"Luxury Seat,WiFi",Weekends,4.2
BUS0285,Smart Coach,R024,Bengaluru,Chennai,Smart Coach Express,Volvo Multi Axle,13:30,01:15,11h 45m,345,988,Majestic,Perungalathur,36,11,"Luxury Seat,WiFi",Weekends,4.6
BUS0286,Express King,R003,Chennai,Trichy,Express King Express,Semi Sleeper,09:30,18:45,9h 15m,330,965,Perungalathur,Chathiram Bus Stand,40,29,"GPS,USB Charging",Weekdays,3.9
BUS0287,Smart Coach,R001,Chennai,Madurai,Smart Coach Express,Non AC Sleeper,16:15,03:00,10h 45m,460,1224,Vandalur,Mattuthavani Bus Stand,40,23,"AC,Live Tracking",Weekdays,4.5
BUS0288,Galaxy Bus,R004,Chennai,Salem,Galaxy Bus Express,AC Seater,03:00,10:45,7h 45m,345,991,Chengalpattu,Old Bus Stand,36,31,"AC,WiFi,Charging",Daily,3.9
BUS0289,Metro Connect,R024,Bengaluru,Chennai,Metro Connect Express,Semi Sleeper,17:00,20:30,3h 30m,345,878,Majestic,Vandalur,40,4,"Charging,Reading Light",Weekends,3.9
BUS0290,Elite Travels,R025,Tirupati,Chennai,Elite Travels Express,AC Sleeper,06:45,09:45,3h 0m,150,472,Central Bus Stand,Vandalur,36,16,"AC,Live Tracking",Weekends,5.0
BUS0291,Victory Travels,R025,Tirupati,Chennai,Victory Travels Express,Luxury Sleeper,09:30,18:45,9h 15m,150,651,Central Bus Stand,Koyambedu,45,26,"AC,Blanket,Pillow",Daily,4.7
BUS0292,Express King,R022,Nagercoil,Chennai,Express King Express,AC Sleeper,02:00,11:15,9h 15m,705,1827,Vadasery Bus Stand,Tambaram,45,23,"Blanket,Pillow,Water",Weekends,4.4
BUS0293,Express King,R016,Chennai,Tirupati,Express King Express,BharatBenz Sleeper,06:30,11:15,4h 45m,150,715,Chengalpattu,Central Bus Stand,40,22,"GPS,USB Charging",Weekends,4.7
BUS0294,Fast Wheels,R007,Chennai,Tirunelveli,Fast Wheels Express,AC Sleeper,02:30,05:30,3h 0m,630,1585,Guindy,Junction,40,35,"Luxury Seat,WiFi",Daily,4.9
BUS0295,Prime Bus,R021,Tirunelveli,Chennai,Prime Bus Express,Non AC Seater,04:45,16:30,11h 45m,630,1553,New Bus Stand,Guindy,36,31,"Charging,Reading Light",Daily,4.7
BUS0296,Elite Travels,R025,Tirupati,Chennai,Elite Travels Express,Luxury Sleeper,05:30,13:00,7h 30m,150,535,Central Bus Stand,Vandalur,40,17,"AC,WiFi,Charging",Weekends,4.4
BUS0297,Prime Bus,R010,Chennai,Thanjavur,Prime Bus Express,Non AC Sleeper,10:00,22:45,12h 45m,350,967,Tambaram,New Bus Stand,45,19,"WiFi,Charging,Water",Daily,3.8
BUS0298,Blue Bird,R010,Chennai,Thanjavur,Blue Bird Express,Luxury Sleeper,20:45,01:30,4h 45m,350,1123,Perungalathur,New Bus Stand,40,30,"Blanket,Pillow,Water",Weekends,4.9
BUS0299,Happy Journey,R014,Chennai,Hosur,Happy Journey Express,AC Seater,10:15,16:45,6h 30m,310,934,Vandalur,Bus Stand,36,35,"Luxury Seat,WiFi",Daily,4.1
BUS0300,SkyBus,R007,Chennai,Tirunelveli,SkyBus Express,Non AC Seater,11:00,19:00,8h 0m,630,1641,Guindy,New Bus Stand,45,31,"Luxury Seat,WiFi",Weekends,5.0
BUS0301,Smart Coach,R002,Chennai,Coimbatore,Smart Coach Express,Non AC Seater,09:00,19:00,10h 0m,510,1487,Vandalur,Singanallur,36,6,"GPS,USB Charging",Weekends,4.4
BUS0302,Star Line,R009,Chennai,Kanyakumari,Star Line Express,BharatBenz Sleeper,04:15,13:15,9h 0m,710,1710,Perungalathur,Bus Stand,36,23,"Charging,Reading Light",Weekends,4.5
BUS0303,Galaxy Bus,R022,Nagercoil,Chennai,Galaxy Bus Express,BharatBenz Sleeper,02:00,08:45,6h 45m,705,1708,Vadasery Bus Stand,Vandalur,45,30,"WiFi,Charging,Water",Weekdays,4.9
BUS0304,Express King,R001,Chennai,Madurai,Express King Express,Semi Sleeper,12:15,21:00,8h 45m,460,1152,Koyambedu,Mattuthavani Bus Stand,40,23,"Charging,Reading Light",Daily,4.5
BUS0305,Golden Route,R016,Chennai,Tirupati,Golden Route Express,AC Seater,17:45,05:15,11h 30m,150,455,Guindy,Central Bus Stand,45,4,"GPS,USB Charging",Daily,4.2
BUS0306,Elite Travels,R024,Bengaluru,Chennai,Elite Travels Express,AC Sleeper,13:15,18:30,5h 15m,345,1075,Kempegowda Bus Station,Vandalur,45,19,"AC,Blanket,Pillow",Weekdays,4.0
BUS0307,Galaxy Bus,R010,Chennai,Thanjavur,Galaxy Bus Express,Non AC Sleeper,17:30,21:15,3h 45m,350,1081,Koyambedu,New Bus Stand,40,7,"GPS,USB Charging",Weekends,4.9
BUS0308,Southern Express,R014,Chennai,Hosur,Southern Express Express,Volvo Multi Axle,04:15,08:00,3h 45m,310,809,Vandalur,Bus Stand,36,21,"AC,Live Tracking",Weekends,3.9
BUS0309,Metro Connect,R002,Chennai,Coimbatore,Metro Connect Express,Semi Sleeper,16:00,23:30,7h 30m,510,1313,Koyambedu,Gandhipuram,36,17,"AC,Live Tracking",Weekdays,3.9
BUS0310,Golden Route,R003,Chennai,Trichy,Golden Route Express,Non AC Sleeper,03:30,06:45,3h 15m,330,901,Koyambedu,Srirangam,40,15,"AC,Live Tracking",Weekends,4.4
BUS0311,Fast Wheels,R025,Tirupati,Chennai,Fast Wheels Express,Semi Sleeper,20:15,05:45,9h 30m,150,585,Central Bus Stand,Perungalathur,36,25,"AC,Live Tracking",Weekdays,4.5
BUS0312,GreenLine Travels,R002,Chennai,Coimbatore,GreenLine Travels Express,BharatBenz Sleeper,02:00,11:00,9h 0m,510,1349,Perungalathur,Gandhipuram,36,31,"WiFi,Charging,Water",Daily,4.8
BUS0313,Golden Route,R013,Chennai,Puducherry,Golden Route Express,Non AC Seater,08:00,19:15,11h 15m,170,538,Koyambedu,New Bus Stand,36,1,"Blanket,Pillow,Water",Weekends,4.0
BUS0314,Elite Travels,R013,Chennai,Puducherry,Elite Travels Express,Luxury Sleeper,02:00,08:45,6h 45m,170,492,Perungalathur,New Bus Stand,36,10,"WiFi,Charging,Water",Weekdays,4.0
BUS0315,Star Line,R004,Chennai,Salem,Star Line Express,AC Seater,14:00,17:45,3h 45m,345,996,Tambaram,New Bus Stand,40,27,"Blanket,Pillow,Water",Weekdays,4.5
BUS0316,Rainbow Coaches,R020,Trichy,Chennai,Rainbow Coaches Express,Volvo Multi Axle,04:00,12:45,8h 45m,330,931,Chathiram Bus Stand,Koyambedu,45,31,"AC,Live Tracking",Weekdays,3.9
BUS0317,Victory Travels,R015,Chennai,Bengaluru,Victory Travels Express,Non AC Seater,10:30,22:45,12h 15m,345,944,Chengalpattu,Electronic City,45,2,"Luxury Seat,WiFi",Weekends,4.1
BUS0318,Star Line,R019,Salem,Chennai,Star Line Express,Non AC Seater,09:00,14:45,5h 45m,345,1123,New Bus Stand,Guindy,40,24,"Blanket,Pillow,Water",Daily,4.5
BUS0319,Prime Bus,R022,Nagercoil,Chennai,Prime Bus Express,AC Seater,22:30,04:15,5h 45m,705,1951,Vadasery Bus Stand,Vandalur,45,10,"AC,Live Tracking",Weekdays,4.6
BUS0320,Southern Express,R021,Tirunelveli,Chennai,Southern Express Express,AC Seater,17:45,23:00,5h 15m,630,1524,New Bus Stand,Guindy,45,13,"WiFi,Charging,Water",Weekdays,4.4
BUS0321,Golden Route,R025,Tirupati,Chennai,Golden Route Express,Non AC Seater,02:45,14:00,11h 15m,150,527,Central Bus Stand,Tambaram,45,26,"Blanket,Pillow,Water",Weekends,4.8
BUS0322,Golden Route,R009,Chennai,Kanyakumari,Golden Route Express,BharatBenz Sleeper,15:00,18:00,3h 0m,710,1731,Chengalpattu,Bus Stand,40,31,"AC,Live Tracking",Weekends,4.2
BUS0323,Elite Travels,R011,Chennai,Dindigul,Elite Travels Express,AC Seater,19:45,05:30,9h 45m,420,1199,Vandalur,Bus Stand,45,10,"AC,Live Tracking",Weekends,4.0
BUS0324,Happy Journey,R014,Chennai,Hosur,Happy Journey Express,AC Seater,03:00,15:30,12h 30m,310,914,Guindy,Bus Stand,45,27,"AC,Blanket,Pillow",Daily,4.3
BUS0325,Star Line,R013,Chennai,Puducherry,Star Line Express,AC Sleeper,18:15,01:15,7h 0m,170,498,Perungalathur,New Bus Stand,36,2,"AC,Blanket,Pillow",Weekdays,4.6
BUS0326,Elite Travels,R007,Chennai,Tirunelveli,Elite Travels Express,Non AC Sleeper,00:45,12:45,12h 0m,630,1657,Guindy,New Bus Stand,36,2,"AC,WiFi,Charging",Weekends,4.1
BUS0327,SkyBus,R005,Chennai,Erode,SkyBus Express,Volvo Multi Axle,23:15,11:00,11h 45m,400,1171,Chengalpattu,Perundurai,45,26,"AC,WiFi,Charging",Daily,4.4
BUS0328,Metro Connect,R009,Chennai,Kanyakumari,Metro Connect Express,BharatBenz Sleeper,05:30,18:15,12h 45m,710,1779,Koyambedu,Bus Stand,36,1,"Blanket,Pillow,Water",Weekdays,4.8
BUS0329,SkyBus,R004,Chennai,Salem,SkyBus Express,Non AC Seater,21:15,07:00,9h 45m,345,1069,Koyambedu,Old Bus Stand,45,35,"AC,Blanket,Pillow",Daily,4.7
BUS0330,Galaxy Bus,R023,Puducherry,Chennai,Galaxy Bus Express,AC Seater,11:15,22:30,11h 15m,170,569,New Bus Stand,Koyambedu,40,13,"AC,WiFi,Charging",Weekends,4.2
BUS0331,Star Line,R015,Chennai,Bengaluru,Star Line Express,Volvo Multi Axle,02:45,12:00,9h 15m,345,982,Perungalathur,Kempegowda Bus Station,36,28,"AC,WiFi,Charging",Weekends,4.7
BUS0332,Express King,R018,Coimbatore,Chennai,Express King Express,Luxury Sleeper,04:15,14:00,9h 45m,510,1386,Ukkadam,Vandalur,36,19,"Blanket,Pillow,Water",Weekdays,4.1
BUS0333,Elite Travels,R012,Chennai,Karaikudi,Elite Travels Express,Non AC Seater,04:15,13:15,9h 0m,410,1061,Vandalur,Bus Stand,45,8,"Charging,Reading Light",Weekends,4.7
BUS0334,Metro Connect,R005,Chennai,Erode,Metro Connect Express,AC Sleeper,16:30,01:45,9h 15m,400,1280,Koyambedu,Perundurai,45,11,"GPS,USB Charging",Weekends,4.1
BUS0335,Fast Wheels,R025,Tirupati,Chennai,Fast Wheels Express,AC Seater,05:00,12:00,7h 0m,150,537,Central Bus Stand,Tambaram,45,5,"AC,Blanket,Pillow",Weekends,4.4
BUS0336,Metro Connect,R010,Chennai,Thanjavur,Metro Connect Express,AC Sleeper,03:30,10:45,7h 15m,350,988,Perungalathur,New Bus Stand,40,35,"GPS,USB Charging",Weekends,4.8
BUS0337,Sunrise Coaches,R009,Chennai,Kanyakumari,Sunrise Coaches Express,AC Sleeper,21:00,08:15,11h 15m,710,1936,Vandalur,Bus Stand,45,33,"Luxury Seat,WiFi",Weekdays,4.3
BUS0338,Metro Connect,R019,Salem,Chennai,Metro Connect Express,Non AC Seater,19:00,23:00,4h 0m,345,908,Old Bus Stand,Tambaram,45,24,"Charging,Reading Light",Weekends,4.1
BUS0339,Elite Travels,R014,Chennai,Hosur,Elite Travels Express,Volvo Multi Axle,17:15,00:45,7h 30m,310,930,Vandalur,Bus Stand,45,27,"AC,WiFi,Charging",Weekdays,5.0
BUS0340,Smart Coach,R019,Salem,Chennai,Smart Coach Express,Non AC Sleeper,17:00,20:30,3h 30m,345,905,New Bus Stand,Guindy,40,33,"AC,Live Tracking",Weekends,3.8
BUS0341,Victory Travels,R017,Madurai,Chennai,Victory Travels Express,BharatBenz Sleeper,09:15,20:15,11h 0m,460,1209,Periyar Bus Stand,Tambaram,45,16,"WiFi,Charging,Water",Weekends,3.8
BUS0342,Blue Bird,R012,Chennai,Karaikudi,Blue Bird Express,Semi Sleeper,23:30,04:45,5h 15m,410,1262,Koyambedu,Bus Stand,40,22,"Luxury Seat,WiFi",Weekends,4.4
BUS0343,Victory Travels,R015,Chennai,Bengaluru,Victory Travels Express,Semi Sleeper,11:30,15:30,4h 0m,345,897,Tambaram,Kempegowda Bus Station,36,1,"Charging,Reading Light",Daily,4.3
BUS0344,Sunrise Coaches,R023,Puducherry,Chennai,Sunrise Coaches Express,Non AC Sleeper,19:15,04:45,9h 30m,170,518,New Bus Stand,Perungalathur,36,26,"Luxury Seat,WiFi",Daily,4.0
BUS0345,Happy Journey,R010,Chennai,Thanjavur,Happy Journey Express,Semi Sleeper,05:00,17:15,12h 15m,350,909,Guindy,New Bus Stand,40,12,"AC,Blanket,Pillow",Weekdays,4.8
BUS0346,Happy Journey,R017,Madurai,Chennai,Happy Journey Express,Semi Sleeper,17:15,02:00,8h 45m,460,1115,Mattuthavani,Perungalathur,36,27,"AC,WiFi,Charging",Daily,3.8
BUS0347,City Link,R012,Chennai,Karaikudi,City Link Express,Non AC Seater,14:30,22:45,8h 15m,410,1041,Perungalathur,Bus Stand,36,20,"Blanket,Pillow,Water",Weekdays,4.0
BUS0348,GreenLine Travels,R020,Trichy,Chennai,GreenLine Travels Express,Non AC Seater,03:45,15:45,12h 0m,330,1010,Central Bus Stand,Vandalur,36,9,"AC,Blanket,Pillow",Weekends,4.8
BUS0349,Happy Journey,R021,Tirunelveli,Chennai,Happy Journey Express,BharatBenz Sleeper,09:00,12:15,3h 15m,630,1612,New Bus Stand,Koyambedu,40,24,"AC,Blanket,Pillow",Weekends,3.8
BUS0350,Star Line,R008,Chennai,Nagercoil,Star Line Express,Volvo Multi Axle,12:00,20:30,8h 30m,705,1735,Guindy,Vadasery Bus Stand,40,11,"Charging,Reading Light",Weekends,4.3
BUS0351,Smart Coach,R008,Chennai,Nagercoil,Smart Coach Express,Semi Sleeper,17:45,01:15,7h 30m,705,1699,Vandalur,Vadasery Bus Stand,36,4,"WiFi,Charging,Water",Daily,4.5
BUS0352,Elite Travels,R023,Puducherry,Chennai,Elite Travels Express,AC Seater,03:45,14:00,10h 15m,170,678,New Bus Stand,Perungalathur,45,16,"Charging,Reading Light",Daily,5.0
BUS0353,Golden Route,R022,Nagercoil,Chennai,Golden Route Express,Non AC Sleeper,21:00,02:45,5h 45m,705,1671,Vadasery Bus Stand,Guindy,36,27,"AC,Blanket,Pillow",Weekdays,4.1
BUS0354,SkyBus,R005,Chennai,Erode,SkyBus Express,Non AC Sleeper,01:30,09:15,7h 45m,400,1255,Koyambedu,Central Bus Stand,36,21,"AC,WiFi,Charging",Weekdays,4.0
BUS0355,Sunrise Coaches,R007,Chennai,Tirunelveli,Sunrise Coaches Express,AC Sleeper,00:00,08:15,8h 15m,630,1574,Tambaram,Junction,36,28,"AC,Live Tracking",Daily,3.8
BUS0356,Southern Express,R001,Chennai,Madurai,Southern Express Express,Non AC Seater,02:15,14:15,12h 0m,460,1412,Guindy,Anna Nagar,36,18,"Charging,Reading Light",Weekends,4.7
BUS0357,Rainbow Coaches,R006,Chennai,Tiruppur,Rainbow Coaches Express,Non AC Seater,01:00,12:15,11h 15m,475,1441,Vandalur,New Bus Stand,45,34,"AC,Live Tracking",Daily,4.7
BUS0358,Rainbow Coaches,R005,Chennai,Erode,Rainbow Coaches Express,AC Seater,03:00,09:30,6h 30m,400,1257,Koyambedu,Central Bus Stand,40,24,"AC,Live Tracking",Weekends,4.6
BUS0359,Galaxy Bus,R014,Chennai,Hosur,Galaxy Bus Express,BharatBenz Sleeper,20:00,01:15,5h 15m,310,856,Perungalathur,Bus Stand,45,33,"AC,WiFi,Charging",Daily,4.6
BUS0360,Sunrise Coaches,R021,Tirunelveli,Chennai,Sunrise Coaches Express,Luxury Sleeper,16:15,23:15,7h 0m,630,1503,New Bus Stand,Perungalathur,45,17,"WiFi,Charging,Water",Daily,3.9
BUS0361,GreenLine Travels,R007,Chennai,Tirunelveli,GreenLine Travels Express,AC Sleeper,16:45,22:00,5h 15m,630,1717,Vandalur,New Bus Stand,40,8,"Blanket,Pillow,Water",Weekdays,4.4
BUS0362,Rainbow Coaches,R019,Salem,Chennai,Rainbow Coaches Express,AC Seater,03:45,13:00,9h 15m,345,1141,New Bus Stand,Perungalathur,40,18,"Charging,Reading Light",Weekdays,4.5
BUS0363,Rainbow Coaches,R003,Chennai,Trichy,Rainbow Coaches Express,Semi Sleeper,07:30,11:15,3h 45m,330,920,Tambaram,Chathiram Bus Stand,45,3,"Luxury Seat,WiFi",Weekends,4.3
BUS0364,Happy Journey,R024,Bengaluru,Chennai,Happy Journey Express,Luxury Sleeper,16:00,23:00,7h 0m,345,869,Majestic,Tambaram,45,9,"GPS,USB Charging",Weekends,4.2
BUS0365,Express King,R022,Nagercoil,Chennai,Express King Express,Semi Sleeper,16:15,20:15,4h 0m,705,1938,Vadasery Bus Stand,Koyambedu,36,21,"GPS,USB Charging",Daily,4.4
BUS0366,Royal Rider,R001,Chennai,Madurai,Royal Rider Express,Non AC Sleeper,13:00,21:45,8h 45m,460,1197,Guindy,Anna Nagar,36,23,"AC,Live Tracking",Weekdays,5.0
BUS0367,Sunrise Coaches,R015,Chennai,Bengaluru,Sunrise Coaches Express,Non AC Seater,20:00,07:00,11h 0m,345,1067,Vandalur,Kempegowda Bus Station,40,13,"Blanket,Pillow,Water",Daily,4.3
BUS0368,Elite Travels,R016,Chennai,Tirupati,Elite Travels Express,Non AC Sleeper,17:30,04:15,10h 45m,150,668,Koyambedu,Central Bus Stand,36,28,"Luxury Seat,WiFi",Weekdays,4.2
BUS0369,SkyBus,R004,Chennai,Salem,SkyBus Express,BharatBenz Sleeper,20:45,05:45,9h 0m,345,1101,Chengalpattu,New Bus Stand,45,2,"AC,Blanket,Pillow",Weekdays,4.5
BUS0370,Metro Connect,R018,Coimbatore,Chennai,Metro Connect Express,Luxury Sleeper,07:45,12:45,5h 0m,510,1342,Gandhipuram,Tambaram,36,3,"Charging,Reading Light",Weekends,4.9
BUS0371,Comfort Bus,R004,Chennai,Salem,Comfort Bus Express,Semi Sleeper,18:45,04:30,9h 45m,345,1153,Vandalur,New Bus Stand,40,5,"Charging,Reading Light",Weekdays,4.4
BUS0372,Galaxy Bus,R014,Chennai,Hosur,Galaxy Bus Express,AC Seater,06:45,15:15,8h 30m,310,1022,Perungalathur,Bus Stand,45,27,"AC,WiFi,Charging",Weekdays,5.0
BUS0373,Express King,R003,Chennai,Trichy,Express King Express,Non AC Sleeper,13:15,19:00,5h 45m,330,926,Vandalur,Chathiram Bus Stand,45,29,"Luxury Seat,WiFi",Weekdays,4.9
BUS0374,Star Line,R005,Chennai,Erode,Star Line Express,BharatBenz Sleeper,23:15,04:15,5h 0m,400,1036,Koyambedu,Central Bus Stand,45,4,"Luxury Seat,WiFi",Weekends,5.0
BUS0375,Royal Rider,R012,Chennai,Karaikudi,Royal Rider Express,BharatBenz Sleeper,05:30,14:00,8h 30m,410,1028,Guindy,Bus Stand,36,9,"AC,Blanket,Pillow",Weekends,4.0
BUS0376,Victory Travels,R020,Trichy,Chennai,Victory Travels Express,Non AC Sleeper,19:15,00:45,5h 30m,330,849,Chathiram Bus Stand,Guindy,36,17,"AC,Blanket,Pillow",Weekdays,4.8
BUS0377,Southern Express,R008,Chennai,Nagercoil,Southern Express Express,Volvo Multi Axle,21:00,04:45,7h 45m,705,1909,Vandalur,Vadasery Bus Stand,36,2,"AC,Blanket,Pillow",Weekdays,3.9
BUS0378,Star Line,R014,Chennai,Hosur,Star Line Express,BharatBenz Sleeper,14:45,22:30,7h 45m,310,907,Perungalathur,Bus Stand,36,36,"GPS,USB Charging",Daily,4.6
BUS0379,Southern Express,R018,Coimbatore,Chennai,Southern Express Express,Volvo Multi Axle,12:30,00:30,12h 0m,510,1481,Ukkadam,Guindy,40,24,"Blanket,Pillow,Water",Weekdays,4.2
BUS0380,Smart Coach,R006,Chennai,Tiruppur,Smart Coach Express,Semi Sleeper,01:00,06:30,5h 30m,475,1201,Guindy,Avinashi,40,31,"Charging,Reading Light",Weekdays,4.7
BUS0381,City Link,R024,Bengaluru,Chennai,City Link Express,Non AC Sleeper,19:45,05:30,9h 45m,345,861,Kempegowda Bus Station,Koyambedu,45,15,"AC,Live Tracking",Weekends,4.2
BUS0382,Metro Connect,R014,Chennai,Hosur,Metro Connect Express,BharatBenz Sleeper,12:15,21:15,9h 0m,310,979,Koyambedu,Bus Stand,45,8,"WiFi,Charging,Water",Daily,3.8
BUS0383,SkyBus,R002,Chennai,Coimbatore,SkyBus Express,AC Sleeper,19:45,07:45,12h 0m,510,1445,Guindy,Singanallur,40,1,"AC,WiFi,Charging",Daily,4.3
BUS0384,Royal Rider,R019,Salem,Chennai,Royal Rider Express,Semi Sleeper,18:45,21:45,3h 0m,345,976,Old Bus Stand,Koyambedu,40,2,"AC,Live Tracking",Weekdays,4.2
BUS0385,Rainbow Coaches,R010,Chennai,Thanjavur,Rainbow Coaches Express,Semi Sleeper,05:45,09:30,3h 45m,350,1143,Vandalur,New Bus Stand,40,8,"AC,Live Tracking",Weekends,4.1
BUS0386,Elite Travels,R002,Chennai,Coimbatore,Elite Travels Express,AC Sleeper,01:45,07:15,5h 30m,510,1377,Guindy,Ukkadam,45,9,"WiFi,Charging,Water",Daily,3.9
BUS0387,Galaxy Bus,R007,Chennai,Tirunelveli,Galaxy Bus Express,BharatBenz Sleeper,05:45,17:30,11h 45m,630,1629,Guindy,Junction,40,16,"GPS,USB Charging",Weekends,4.0
BUS0388,Elite Travels,R024,Bengaluru,Chennai,Elite Travels Express,BharatBenz Sleeper,06:30,12:45,6h 15m,345,1080,Majestic,Perungalathur,45,31,"AC,Live Tracking",Weekends,3.9
BUS0389,Star Line,R020,Trichy,Chennai,Star Line Express,Luxury Sleeper,01:15,11:15,10h 0m,330,1082,Chathiram Bus Stand,Perungalathur,40,18,"Charging,Reading Light",Daily,3.9
BUS0390,Southern Express,R017,Madurai,Chennai,Southern Express Express,Luxury Sleeper,11:15,14:15,3h 0m,460,1273,Mattuthavani,Koyambedu,45,21,"Luxury Seat,WiFi",Daily,4.3
BUS0391,Sunrise Coaches,R003,Chennai,Trichy,Sunrise Coaches Express,Non AC Sleeper,07:15,14:00,6h 45m,330,1024,Koyambedu,Central Bus Stand,40,4,"WiFi,Charging,Water",Weekends,4.1
BUS0392,Metro Connect,R008,Chennai,Nagercoil,Metro Connect Express,Volvo Multi Axle,12:45,18:15,5h 30m,705,1801,Guindy,Vadasery Bus Stand,45,30,"Luxury Seat,WiFi",Weekdays,4.7
BUS0393,Elite Travels,R017,Madurai,Chennai,Elite Travels Express,Non AC Seater,21:30,01:30,4h 0m,460,1215,Mattuthavani,Perungalathur,40,17,"Charging,Reading Light",Daily,4.2
BUS0394,Elite Travels,R009,Chennai,Kanyakumari,Elite Travels Express,AC Sleeper,17:15,00:00,6h 45m,710,1857,Chengalpattu,Bus Stand,45,15,"Blanket,Pillow,Water",Weekends,4.4
BUS0395,Golden Route,R024,Bengaluru,Chennai,Golden Route Express,Luxury Sleeper,21:30,09:45,12h 15m,345,1051,Majestic,Perungalathur,45,32,"GPS,USB Charging",Weekends,4.2
